Rating,Review
1,"I am not discouraging or talking about the negative aspects. But since its economical it doesn't mean we should get poor service or quality. NEEDS A MAJOR CHANGE to get things improved as we are becoming a developed country. The quality of seats and a clean toilets needs to be the most important things that  definitely needs to be improved
"
5,"I have seen many people discussing about the good and bad things about our Indian railways. Apart from that, I would like to inform you that how we can make use of the railway network to the best to benefit ourselves?"
1,"The South Central Railway is testing the patience of its passengers.  Every day several express trains halt at Moulali or at the outer of Secunderabad Railway station just for want of vacant platform.  I have traveled by Duranto express from Vizag to Secunderabad on 2.1.2014.  The train is supposed to reach Secunderabad by 8:00 AM, the train run late by 15 mts and reached Moulali and to my surprise it stopped at Moulali for more than One and half hours.

Meanwhile the Garib Rath and other trains are allowed but Duranto made to wait.  Some passengers got down at Moulali and left for their destinations.  One can imagine the carelessness of the management of SC railway in maintaining the time schedule of such important trains.  After getting down at Secunderabad at 10:10 AM just I have inquired some porters(They are better than the babus at senior level) they have told that trains are detained on the platforms for more time resulting in abnormal delays.

Will the Railway authorities wake up and do something?"
1,"Indian railway service are worst Every time the announcement are; train is coming, it's on platform. From last 4 hrs. Any time every where stops. They don't care about the passenger. It's just irritating. This train is from Patna to Asansol special. Train no. 03512, date-17th Nov 2013."
1,"Recently, I travelled by Rajdhani express from New Delhi to Bangalore. I had to travel by train as the air tickets had become really expensive and my travel was planned at the last moment.

While the train facilities and services were usual - dirty and inefficient, what shocked me most was the behaviour of catering staff. As you would be aware, the catering services on Indian trains are not known for great quality, taste or hygiene. However, what I found unusual was the fact that the catering staff was almost forcibly collecting Rs.100 from each passenger.

Towards the end of the journey, the catering staff came to my seat and started flashing some 100 rupee notes. When I looked around, I found people handing over Rs.100 notes to them. Then he told me - sir, you also have to give money. When I told him that I have already paid money to Indian Railways, he made a strange face and told me that he is expecting money for the ""excellent service"" that he provided.

I refused to pay him money. When he was about to serve morning tea, he deliberately didn't serve me tea. When I asked him, he told me to walk to Pantry Car to get the tea.

This episode has left me totally shocked. In Indian Railways, now people feel that getting a tip is their birthright."
1,"I have made several trips by Rajdhani and Duronto Express trains from Hyderabad to Bangalore and Delhi. Let me tell you that all my experiences have been awful.

Once when I was travelling to B'lore, the train was expected to reach by 6 a.m. but it reached 4 hours late. As per rules we were to be served breakfast and the catering staff kept telling us that the breakfast was getting ready but finally just before reaching the station we were informed that no breakfast would be served. Secondly, whenever I have traveled by Duronto train, I have never been served cold drinking water or cold frooti. It is always warm and undrinkable.

The waiters have the audacity to suggest keeping the drink for a while in AC to let it cool. Once the poories served for lunch were just rotten. Another time we were served only 3 non-vegetarian plates against 4 and the fourth one was veg. Whenever I ask for complaint book, the waiters start pleading and promise to exchange the warm bottle or say that they would provide extra rice against poories and disappear for some time.

The greatest problem is that no other passenger is willing to complain(seems they all travel on free ticket of Govt or company). So the best thing for me is to stop travelling by these trains and travel with my home made food in some other train."
1,"First Things First is one needs to be real lucky to get into the rail, due to so many issues of getting the ticket:

The website irctc.co.in is static at all times..and the page expires as you type...winning the Lottery would be an easier task I guess.

the website needs to update itself and I don't know the details but it should have more servers to facilitate proper access to all people.

the booking counters should ensure proper delivery of tickets and should not have complaints of

"" Line nahi hai"" ( the connection to the servers is down). it makes it impossible to get Tatkal tickets.

Please give some importance to human life and security and ensure proper public amenities at all places.

proper disaster management drills and safety measure at the stations as well as the trains also.

hiking the fare is not the only solution...

I hope I am heard...."
3,"For the train delay time I visited http://www.trainenquiry.com/TrainStatus.aspx

I searched for train no 17256 & my boarding from BZA. Upto 05:10 status not updated but train arrived 05:05 to BZA.

Where the earlier stations PIDUGURALA SATTENAPALLE GUNTUR MANGALAGIRI the ETA/STA or delay timings are not updated till 05:10.

At 05:20 17256 departured from BZA(vijayawada) but the status is still ""7KM to go BZA""

NOT MAINTAINING PERFECT TIMELINE UPDATES and showing status DATA NOT RECEIVED."
4,"Every time I board a train I have a new and wonderful experience despite the fear and troubles (which almost always are). yes, there are discrepancies in the system compared to that of the developed countries but we can't just complain. Can we? last time I boarded a train was yesterday from delhi to varanasi by shivganga in ac 3 tier. firstly excellent e ticketing facility. for one thing indian railways is laudable. IRCTC has done great job till now.talking about the journey,  the train was immaculate, toilets were clean too. seat was comfortable and can't complain about covers and mattress. and add to that it reached only half an hour late.

For a govt. corporation and the second largest employer in the world it's a commendable job. let's just not complain. we must see it ourselves too that things are in order and shape. do we keep the toilet seat clean ? do we not spit any where except the spittoons (don't say there aren't any). don't we pull the chain unnecessarily. don't we sometimes travel without ticket and bribe the TT our own way. don't we throw wrappers everywhere to make it look colorful. don't we play loud music inside the train. forget robbery, rape and murder and obviously throwing people out of the train. and the last but definitely not the least staring at women and foreigners. train is one of the cheapest and simpler mode of transport. I wont say safest. only if we control and check ourselves. don't ask me how."
3,"Indian Railways is currently in a very bad financial crisis.  How the Private Companies can come in and help the current Indian Railways Condition?

They were criticized on various reasons like time delay, unhygienic toilets inside the trains and in Railway stations, and the major reason being the accidents that kill thousands of people every year. Can the private players come in and revive the Railways Industry?
"
2,"It is high time the Indian Railways is upgraded.  The condition of the sleeper class as well as III ac coaches are pathetic. In sleeper class the toilets are stinking and not maintained at all. The condition of most of coaches are deplorable.

There is no public address in the train. If the trains are running late the passengers are unaware of it. Some of the coaches have neon lights that are not functioning.

Lack of basic amenities, clean coaches have to attended to immediately. Our politicians are against fare hike but that does not mean the traveling public have to suffer and travel in unclean coaches.

Indian railways one of the biggest railways catering to lakhs of commuters everyday. In a era of modernization,  it is high time the coach conditions are improved,"
2,"Yesterday I travelled by the Chalukya Express. Due to last minute booking I had to travel by the sleeper Class. I boarded the train from Hubli. At this station , I was taken back by the way people were cleaning the toilet and the surrounding area. It was really a wonderful job which needs to be greatly praised. As the train was leaving they all lined up on the platform and waved to the passengers.

Good job !!!!!!!!"
5,"Yes the earth had turned one more time on its axis and it was morning.. and I had to get up early this morning .. today was a holiday and I had to catch a train from delhi to jaipur ..

apur delhi non stop super fast special..

i had not been able to sleep properly this night .. one of the reason being I had set an alarm to get up early.. I dont know why this happens but it happens .. you cant sleep specially when you have to getup early.. at 2.30 am my phone had started ringing.. I though it was the alarm but it was not..

it may have been a bad coincidence.. someone who had called twice the previous day and was asking for someone I didnt know had called again in the night.. he didnt say anything and I couldnot for a while understand what was going on..but I disconnected the phone after a while ..but I was afraid he would call again .. but luckylee he did not call again.. but I could not sleep..

i got out of bed at 4.30 the train was scheduled to leave at 6 am..

i made it in time..

i found my seat .. no 9 in coach d2 second sitting..

sitting infront of me was a curious 20 or so boy..

another boy aroud 22 or so came. the zipper of his trouser was wide open.. but I ignored.. I am mostly an intovert by nature..

The boy sitting opposite me was wearing a t shirt that read .. your attitude may hurt me..

but my attitude will definately kill you..

he was was already noticing my cago pants and my stylish bag .. stuff I had only out of chance and not out of choice.. and he was dying out of insecurity..but he stood his ground and started talking with other passengers..

2 ticket checkers came .. they cought hold of a person who had boarded the wrong train.. he had to go to Gwalior ..he had the tickes. I or two more people gathered to understand the situation.. the curious guy also jumped upon the oppurtunity..the ticket checkers threatned the person and told him that he will be treated as without ticket.. mean while I noticed the other passengers feeling insecure because the curious guy had left his briefcase unattended as he had followed the ticket checkers to the next bogy.

he came back after a while and told me that they took 1000 bucks from him for boarding the wrong train.

and he will also have to suffer other pain caused by being in delhi instead of gwalior.. he will have to find another train from delhi to gwalior..

i didnot say anything and just smiled.

the he moved on to the fat guy with opened zip and said .""ise band kar lo ye public place hai bhai.""

the poor fello had no answer, was embarrassed and zipped himself..

..

I found the same guy while returning from delhi poking his nose in some other peoples matters..
"
5,"Since childhood I have been travelling in Indian Railways & I am a proud INDIAN today to see the progress it has made in the recent past. Here are some facts & figures which should be looked upon before starting the review.

Indian Railways provide means of livelyhood to 17 lakhs people directly.

It has the largest network in the world.

Daily 2 crore people of India make use of the railways.

It has got the best safety recordper person .

New Delhi railway station is the largest interlocking And signalling system in world.

Thats enough for now lets start with the review process:-

Trains:- It has trains running since 1853 .With its rich heritage and history which one can see if he or she pays a visit to the railway museum located in new delhi.Presently it has broad gauge,meter gauge & narrow gauge trains running in its vast network.

Connectivity:- If one wants to see the real india then he should travel by trains as it has huge network and connects every nook & corner of the country.

Service:- The frequency of the trains is upto the mark & one can get his tickets booked through online website/travel agents/ticket booking counters. Urgent travel is required then one also has the option of Tatkal reservation.

Benefits:- No other train service offers concessions to so many categories of people in the world as it is offered in India. Chronically ill gets to travel at fraction of the costs,students too can get discounts,doctors are eligible for 10 percent discounts.Senior citizens,national award winners,handicapped peoples the list is endless. This makes travelling in indian railways truely an amazing & value for money experience.

Stations:- Indian railways has more than 7000railway stations. One has the facility of toilets & drinking water avaliable at the stations.Upkeep of these stations do require a bit more effort but surely the conditions have improved a lot .There are air conditioned waiting rooms,rail yatri niwas facility,low budget hotels like ginger nereby & food and beverages are avaliable 24 hrs at the main junctions.

Ticketing & Refunding:- Many times people complain of tickets being unavaliable or they have not got the refund amount.This is obvious as there are conditions which are out of control to be managed like fog weather ,political rallies,naxal & maoists terror activities. Although steps have been taken to keep a close watch & increasing the security at areas effected .Furthur ,GPS navigation trials are on fast track to avoid delays by fog and one can run trains by keeping in touch with the sat navigation.Refund request should be presented atleast 2 hours before the departure of the train.A nominal processing fee is deducted and rest of the amount is refunded in cash.Online tickets can also be cancelled at the click of the mouse & refund amount can be seen in monthly bank statements.

Accidents:- A policy is in place for the injured & people who get killed in an accident caused by railways.

Monetary compensation is awarded to the family members of the decesed & free health services to those who are injured.Compensation can be obtained by providing the proof of travel by the train met with accident with identification proof.ACDthat stands for anti collosion device which is at a pilot stage of testing in one of the zones of the railways.Soon it will be installed in all engines of the indian railways.

Areas of improvements:-

1) Faster trains should be started.Presently the top speed is around 140 km/hr. Talks are on with japanese consultancy to set up rapid rail networks with much faster intercity travel.

2) Freight corridorsneed to be set up so as to delineate the passenger & freight traffic thereby increasing the operational capability of the railways.

3) Clean stations & clean toiletsin trains should be at the top of the priority list for the railways.Furthur passengers need to be educated about the importance of hygeine.

4)Toilet dischargeshould be collected in a tank inside the compartment & later cleaned at the servicing bays .

5) GRP that stands for govt railway police the agency incharge for protecting the railway property from anti social elements.Guards should be there in every train & x-ray luggage scanners should be installed in sensitive locations which are prone to terror attack

6)Law should be made so as to limit the luggage allowed per person so as to make people realize that one should always travel with minimum amount of luggage so as to avoid inconvenience to others.

7) Timely running of the trains will pull back the passengers who have shifted to low costs airlines.DGCA is an incompetent authority who has allowed untrained & fake license holders pilots to fly passenger jets in indian skies without necessary skills .Disaster can happen anytime.But Indian railways has a policy to take exams of the candidates who wants to be a driver

medically he checked and given fittness certificate after rigrous training only he is handed over the control of a passenger train.

Verdict:- Much more can be written about Indian railways and I have so many special memories related to my travelling experiences in railways.Wheather its travellin in engine of a toy train in himalayan ranges or taking a lift from the guard of a freight train .....One just cant experience the incredible india without giving a miss to indian railways.....Hats off to employees of Indian Railways for making it work......

.
"
3,"I was travelling from Allahabad to Haridwar in link express 2A class as on 02 Nov 2010. On 3rd morning the train is late by 5 hours. When I was about to reach Haridwar I came near to gate and I noticed that Mr Kapoor (ticket checker) is smoking. Then my eyes caught the attention of the notice just next to this man 'Rs 200 penalty for smoking in the train'

I took my mobile and catch this moment in my camera. Enclosed the snap of SMOKING TICKET CHECKER MR KAPOOR IN THE TRAIN.

I request railway department to improve services and make sure that staff should not break the rule. This is very common but the common man suffer because of the monotony of such ticket checker."
3,"I have reached Chennai in Kaveri Express from Bangalore ( Krishnarajapuram Station ). Little did I realize that I need to check the coach status as my ticket was an RAC one & my wrist watch was showing a time beyond the rialway portal work time ( 2330 they close the show.. not just the booking but also the reservation status pages.. funny though)... I SMSed my PNR to the service number and got a message saying the service isnt available after 23.30. I thought that was an automated service..Aint it??? But it doesnt sound like one from the message I got....

Ok.. Lucky for me that this train has numerous stations to stop before arriving at Chennai and even if I land in the wrong coach, I can walk through to my right coach guided by His Highness The TTE of Southern / South Western Railway who only do their work using their subconscious mind. Well dont ask what their concious mind is doing... Thats continously checking on possibilities of selling empty berths unofficially... and making quick money...( A lot of them do )

To make things easier for me, I boarded one of the reserved coaches in the centre of the train and I was very happy that the TTE took an instant look at my ticket and without checking the charts requested me to board one of the first three coaches from engine ( S12, 13 or 14 ). I applied my analytic mind again and got into the middle coach so that I less through the coach as people would be still busy settling down. The TTE took one look at the ticket and while mind was racing that he should say one of the three numbers... there was another googled and the number was S11. My next question was if the train has continuous vestibule and the instant look of TTE was "" Which world are you in.

All coaches are connected ""... So there I started walking and after one coach there was one big shutter on which I could see something written on Font size 80 "" VINOTH YOUR SLEEP IS SCREWED"" . It was half past midnight.. Still I didn't give up and knew the train would stop in the next five minutes at Whitefield station and was ready to run a marathon as S11 was the last coach. True it wasnt the best day of mine) and while I was ready for the marathon standing near the door while the train was pulling into Whitefiled station, the guy on the upper berth close to where I was standing with his half open eye, asked me close the door once I get down. I couldn't help him as I would be late. There I started running and every coach had its door locked. I thought for a moment that it was time for me to take a rick and head back home as I ran beyond S11 and couldn't find any of the coaches open.. Finally after rock banging I could manage entry after the train started moving.

I enter S11 and there is my berth number 32, Side Lower berth a very tough one for a six footer, , But I was too tired, that even a 4 feet berth could have sung a lullaby for me... But looked like my berth was auctioned at a premium rate and I found that out as the TTE openly told me that he sold my berth and also took money ( absolutely unofficial and he was telling me that and asked me why I was late ). Neither in my home, school or in work place has anyone asked me that.. But it doesnt matter as I wanted to hit the berth for that 4 hour sleep... and was given a Side Upper. More luxury and u know whats the iciing on the cake, that was right next to the toilet and u can imagine.

170 bucks for overnight journey. No country can boast of this price... I am happy with that and very proud as well. However the basic amenities and support at stations is something which is very important... and the budget should talk about these stuffs and not just people or ministers or government should boast of the cost not being cut. Definitely we respect that but there are more to that money money. I don't have much trust in Mamta's budget but I wish some good minister comes for the next year atleast and bring in an ocean change in the way railways work and provides services.

The worst berth that can be allotted to you is a Side Upper and if you are a tall guy thats like the biggest punishment of your life. And if your number reads 8 or 72 the one right next to the Toilets, man you are dead.... So what I suggest is if you happen to get one of those numbers as your Berth please ensure you wear yourself out during the day so that you can sleep on any condition during the night..

Have a lucky journey"
1,"THE GUYS AT IRCTC CUSTOMER CARE ARE SIMPLY HORRIBLE.COUPLE OF GIRLS SIMPLY KEEP HANGING UP ON YOU IF YOU DONT SPEAK IN HINDI.

THE ANNOYING PART OF IT IS THEY WILL GREET YOU IN ENGLISH AND WHEN A QUESTION IS PUT FORWARD THEY SIMPLY DONT UNDERSTAND .

I GUESS THEY MUST HAVE HIRED SOME CHEAP GIRLS FROM GULLIS OF NEWDELHI.

THE ACCENT IS SIMPLY HORRIBLE .

DONT EXPECT ANY SERVICE FROM THEM ITS SIMPLY WASTE OF UR PHONE BILLS

BETTER LOGIN ONLINE AND MARK A MAIL TO CARE@IRCTC.CO.IN

THEY ARE A BIT BETTER.

IF YOU DONT BELIEVE ME JUST TRY ONCE AND YOU CAN EXPECT THE AGENT SIMPLY HANGING UP ON YOU.I CHALLENGE

DONT THESE IRCTC GUYS MONITOR THESE CALLS
"
1,"I want to share a bad experience which my parents suffered while travelling in first AC compartment of the indian railways...they were travelling from habibganj to umaria..the curtains were torn...the compartment was smelling of foul smell. the bathroom seats too were broken.

They could not sleep the whole night of the stench...they did complain to the railway supervisor who expressed his helplessness..finally they wrote in the complaint book and are awaiting response from any of the railway official...they took photographs of the compartment which is a must see.

The railways do charge quite a bit for the first AC and it is supposed to be actually good...such experiences naturally bring down the reputation of the railways...or is it because this was a lesser known route.........if a complaint has been lodged isnt it the duty of any responsible railway official to redress and address the wrong................
"
3,"Indian railways is lifeline for entire indian population that is 10200 million.The population of australia is just 20 million and indian population is more than 50 times of australia and same if u think of canada both the country are three times bigger than india.

Population wise we have rank but matching facility of raillink is lacking and need to be doubled everywhere. Passengers have to sit like animals if u travel in any ordinary compartment. I am used to travel in compartments where the very entry becomes a circus, many invent ideas as follows.

1 Enter the platform hours before the arrival of the impending train.

2 que for ticket hours before the train arrival.

3 whole family members make several way to find seat and invent novel method by spreading

bedsheets, news paper and even their suit cases and ofcourse the upper luggage place is mostly

are occupied by sleeping and if it is heavy rush sometimes six to eight persons sit and risk.

He who is used to travel in such animal compartment has better suggestion.

The right time has come for railways to increase the facility for every indian citizen to travel decently just because come what may, train journey is most safe and cheaper hence including me

calculate saving money instead of comfort.

THERE IS NEED TO DECONGEST THE RUSH.

Yes I am sure railway department officials who travel in ac cars, in highest luxury cant make out

how it is like travelling in animal compartment.There is absolute no comfort and one has to endure

sleeplessness, fatigue and hunger too.

I HAD TO EAT TEN TIMES BECAUSE OF FATIGUE IN THE JOURNEY.

Yes since u have to sit in a tight conditon u become more humane and forget the pain of it.friends

before we sit in the train we curse the rush and uncomfortable sitting postion where even to change

your sitting postion is a herculean job but u find god lives here.

I REALLY LOVE THE WAY FAMILIES SHARE THEIR SMILE IN POVERTY.

Yes they are so poor, but their heart is so pure, sometimes I get tears seeing their misery because

when I am eating the poor child look in such a kind pitiable way, how can I eat, so I try to give as much as possible that I have.

IF U GIVE EATABLES THE POOR REALLY ACCEPT IT WITH GRATITUDE.

U may donate a lot, but when u share what u eat and drink, the poor really give u so much respect

then I wish oh god please also make me as poor as them, so when some kind man or woman

gives me food or coffee it will taste so delicious.

U HAVE TO SLEEP IN DISCOMFORT BUT EACH KNOWS HOW BAD IT IS.

In indian railway travel especially ordinary compartment is less equipped with any modern facility, most of the time toilet has less water but stunning news I give.

INSPITE OF RUSH THE TOILET IS REALLY NOT DIRTY GOD CLEANS IT.

This I am amazed to say, freinds most of the compartments of ordinary I have travelled too much rush it may be, but somehow people know how not to dirty the toilet, many times I find ordinary

sleeper has far less cleanliness than cattle compartment this is news really.

now coming back what is needed major surgery for railways.

1 Delhi should have double track to each state capital a direct link so that time is saved.

example delhi to bangalore let them make double track , similarly delhi to bombay double track, hence in this way nearly 15 double track may be needed and total land needed will be just many few thousands acres of land, but if u compare land usage for road highways railway lines

need just 30 ft for each track.

IF U DOUBLE THE TRACKLINE U NEED JUST 60 FT ONLY.

compared to double track line, roads need four times to five times the space needed for railway.

2 Train journey is safe it is universal truth hence.

History of indian railways.

Britishers introduced railway service for india, and main reason to introduce was for their administrative purpose otherwise road transport was fair weather basis and since the transport vehicles was not much there at all.

well what the britishers gave to india one is english and second is railway has given greatest strength for indian economy and it is very easy to visit any place starting from kanyakumari to delhi in two days time, and so economically .

WHOLE FAMILY CAN TRAVEL ALONG WITH FOOD PACKED.

Imagine a middle class family of five persons including children they pack food for three days travel and u can see it in long journey travellers, ur mouth get watered when they eat and u feel oh I should have also brought food likewise.

IT IS TIME GOVT SPEND AT LEAST ONE LAKH CRORE RUPEES FOR MANY PURPOSE.

Every district head quarter should have a well facilitated station with all amentities including rooms, hotel, shopping complexes and also internet facility, the reason of this need is tourist will feel safe to stay at railway station premises and their safety, saving of money and also they can roam the city they stay with ease. This one lakh crore rupees is just 1000 rs for each indian citizen. In a period of two years railway can make this much profit and we dont need income tax to be paid at all, i am sure our government can run just by the revenue .
"
1,"The quality of the customer service cell of irctc is simply disgusting. I just typed out a letter to the authorities ( which I have very little hope of being attended to ).

The customer care numbers are either dysfunctional, or not attended or busy most of the time. Getting through to any number is the biggest ordeal. And even after you get through to someone, the person seems to be totally incompetent to address your concern. They say they will do something & nothing is done & then once you keep your ph down you can never get through to that same person again.

Sometimes I wonder why they even have a customer care cell? Total waste of resource and not to mention the customers time. I had thought that IRCTC had improved but guess I was hugely mistaken. Its only when one faces a problem that one realizes the true state of affairs.

Wonder if the authorities even care about the inconveniences that a common man faces because of their inefficient services"
3,"The Indian railways recently introduced 139 service. By dialing this number from your local land line or mobile phone, you can know about seat availability, PNR status and arrival and departure timing of trains. This is a very very useful facility provided to the rail travelers.

By dialing 139, you will be guided by computerized instructions. The good thing is that you can choose your own language. If you find it difficult you can choose to talk to the operator by pressing a button. But, are you satisfied with the service??

Pl look at the incidents that happened with me.

1) I was to travel in a train. The scheduled departure of the train was 1805 hrs. I was ready. I was looking for arrival status of the train in internet. There was 'no delay' in arrival of the train as mentioned in internet in the page http://www.trainenquiry.com/. However, there was no mention of time of updating of the mentioned status. So it was not reliable.

Hence, I tried 139, I was told through computerized data system that the train was running in time. At 1600 Hrs, again I used 139 service to talk to the operator who told the train was in time. So, we packed and reached at the station before enough time only to see that the train was canceled. The train was canceled from the originating station where the departure time is 1000 Hrs. I could manage to reach my destination through some other train on the next day.

2) On return, from the destination, I was to travel in a morning train which leave the station at 725 hrs. Since the train usually remains late, I preferred to know the time of arrival. from 139 service, I got the information that the train was 1.07 min late. I tried 139, ow the train was 1.18 min late. Again I tried at 800 Hrs to be informed that the train would leave reach at 832 Hrs and leave at 847 Hrs. I reached the station at 825 Hrs. When I went to inquiry counter, there was no mention of the train. I asked at the counter to only be told that the train had just left.

I had to cancel my ticket and shed out 50% of the ticket charge. Forget about the agony of traveling without a reservation in some other train. Hence, I would advise not to trust 139 service of the Indian railways. Its better if we ask the concerned inquiry counter at the stations.
"
1,"Twice I tried to book ticket on Indian Railway Net.....Money is debited from the account ......Tickets are not booked....It shows failed transaction...there is no body to address the problem...the railways ask you to prove that money is debited from your account.

You do not get refund for the failed transactions. And they want us to prove that the money is not refunded by the Railways by turning over them the Account Statement. Desspite of sending the Statement the money is not refunded. My money to the extent of Rs 8000/- is struck with them and there is no hope that I shall get the money sooner. If you want to lose your hard earned money book on Indian Railway net booking.

The problem is every thing looks fine and feel that you can get tickets sitting at home. But on the net of Indian Railway.....money is debited from your account without getting tickets booked...And there is no way to get back your money from the Railways for the failed transactions.
"
3,"Hi All

In case you are looking to check the PNR Status, Train Status and Ticket Availability in any train using SMS service, this might be helpful:

>> Checking your PNR status

sms PNR to 5676747

eg. PNR 1234567891

You can also check your PNR status by simply sending the PNR number to 5676747

e.g 12345678

>> Checking for Trains running between two stations   sms TL to 5676747

eg. TL Delhi Mumbai

You can also check trains list by sending the station name or station code.

sms TL to 5676747

e.g. TL NDLS BCT

Name of the city must be a single word without spaces:

e.g Ambala Cantt should be written as AmbalaCantt

>> Checking for Ticket Availablity   sms TA to 5676747

eg. TA 2432 delhi mumbai 17Aug

Alternatively you can call to ‘139' from your BSNL landlines, MTNL landlines, Dolphin, Garuda, Idea, Spice and Vodaphone telecom operators."
2,"Hi All, While a lot is being said on the strides of improvement and profitability the Indian Railways has done, there is one grey area which needs to be closed looked into. During the ticketing proceedure, the railways entertaing booking for passengers even after after all confirmed seats are booked. These are the RAC(reservation against cancellation) and the Waitlisted passengers. On close scrutiny I found that the railways makes a lot more money only on the cancellation charges and these cancellations, hold you breath, are being done by the railways and not by passengers! Here is how.

1) Railways make money by charging cancellation charges for confirmed passengers. Remember, those confirmed seats are at most times filled by the RAC and waitlisted passengers. What is the need for cancellation charges, when you know the seats will be occupied? Even Residential apartment builders return 100% of you apartment booking charges, if the apartment is taken by somebody else(mine did). Only in places where you find it tough to get another customer, do you leavy cancellation charges.

2) This is a big one.Railways also makes money on cancellation charges for people not confirmed on RAC and Waitlisted. As per railways policy, RAC and waitlisted passengers cannot board the train. Hence, they have no option but use other modes of communication. So not only are you inconvenienced, you also need to pay the cancellation charges( Rs 20 per person)! Little wonder the railways makes crores through such methods!"
4,"Hi everyone.

This is truely different review from my side. no analysis or attempts theroef from my side in this one. Just a tabulation of my experiences - positive as well as negatives at various points in time over the years.

SCENE No 1

Place: Bhopal

Train: Kamayani Express

From: Bhopal

To: Varanasi

Class: 2nd AC

Date: 23rd July 2000

I was waiting at the railway station at Bhopal to catch Kamayani Express since 9:30 pm at night{train time: 02:25}, as I had come from Indore to catch this train. Unfortunately, a bridge was broken between bhopal and itarsi, and the train was diverted from Itarsi.

Negative: No information was forthcoming regarding this, although this was known hours before-hand. I could have easily gone to Itarsi to catch the train. I came to know of this only at 1:00 am, when I myself inquired at the counter!

Positive: I went to the Dy SS Commercial, who assured me passage to Varanasi. The next train for Varanasi was from Itarsi{Pawan Express at 4:15 AM}. The Dy SS himself came to a train{Kerala Express, I think} and got me a seat till Itarsi. The conductor only asked me one question: Kamayani Passenger?.

At Itarsi, they had prior information of my arrival. I was received at the station and accompanied to Pawan Express, where the same experience was repeated: only one question asked: Kamayani Passenger? I was seen all the way to Varanasi as only befits a king

SCENE No 2A

Place: Gwalior

Train: Malwa Express

From Gwalior

To: Bhopal

Date: Circa 1997{experience of my uncle}

No positives in this.

Train time at Gwalior: 11:45 pm

inquiry at 11:20: 45 minutes late

Uncle says: Chalta hai. main station par hi intezat karunga. Itni late auto bhi nahi milega

time: 12:20

train: 1hours:30 min  late

time 1: 00

train: 2:30 late

time: 2:00

train: 3:15 late

time: 3:00

train: 4:15 late

time: 5:00 am

scene: bell rings, I open door, uncle walks in. train 7:00 late.

SCENE No 2B

Place: Gwalior

Train: Chhattisgarh Express

From: Gwalior

To: Rajnandgaon

Date: 18th December 2007

Train Time: 11:45 AM

At 11:30, train is 3:15 late

I go home, return at 2:40

Train is 3:45 late.

At 3:30, train i3 4:15 late

At 4:00 train is 4:45 late

At 4:30 train is 5:15 late

At 5:00 train is 5:30 late

At 5:30 train is 6:00 late

At 6:00 train is 6:30 late

At 6:30 train is 7:00 late

At 7:00 train is 7:30 late

At 7:30, train comes.

Ten years, no change!

In both the above cases, better information management and sharing could have avoided the above scenario at least as far as customer discomfort is concerned. As far as lateness is concerned, that is a chronic case.

But the help in times of distress needs to be appreciated.

SCENE No 3A

Place: Gwalior

Reservation sought: Agra to Dimapur

date: Circa 1984

?

SCENE No 3B

Place: secure computer

date: 17th November, 2007

reservation sought: Rajnandgaon to Gwalior

At: Raipur

Done!

SCENE No 4

Place: Any train, Any place, Any time, Any Class

Scenario: you are hungry. you will get something to eat. I have found good, branded biscuits at Byohari{Singroli line} at 11:00 pm at night! What more can you ask for?

Yes, improvements are needed - a lot of improvement in a lot of areas. but things are much better than they were when we used to travel with Mom-Dad, and eatables were hard to come by!

The Railways are servicing one of the largest networks in world, and are doing a pretty fair job of it. What has happened is that our expectations have exploded over the past few years, and have out-stripped the rate of growth in the Railways' quality parameters. Yes, there is tremendous scope for improvement especially in the area of technology upgradation. that is the critical area. But, they will require tremendous inputs in men and material, which is going to be hard to come by.

Just consider that the Railways in also shipping freight over long distances, and is the backbone of the nation in that area too, and you will get the enormity of the problem that is confronting them. Let us all appreciate them for a fantastic job, especially considering that they are unable to charge equitable rates, and need to cross-subsidize from freight transport!

The trains and platforms are generally very clean. it is we passengers who dirty them - remember those people who throw peanut shells on the train floors? Or those who spit paan in basins and toilets? Or those who throw water on the floor and out the windows? Or those who pilfer sheets? Or those who tear up seats? Or those who damage electrical points? Or those who needlessly pull chains? Or those who write on walls? Or those who spit on platforms? Or those who urinate on platforms? Or those who throw tea cups on platforms? Or those who bribe TCs? Or those who dont buy platform tickets? Or those who travel ticketless? Or those who trouble fellow passengers? Or those who pilfer spoons? Or those who dont pay the catering staff and walk off? Are these not examples of wastage?  Pehla pathar wo maare jisne paap naa kiyaa ho, jo paapi na ho! All of us are responsible for some of these.

Yes, they need to improve. but first, let us improve ourselves in the above parameters. Are we as a people always on time? Do we never give bribes? Do we always follow the tips of cleanliness? Do we always spit in a spittoon? Are we really punctual? My 9.5 years proffessional experience has told me otherwise. I, myself am only now making a concerted effort to be punctual! I too give bribes. Let me first stop the above 2 points, then I shall start blaming the railways.

They are, after all, Indians, just like us

Just like you and me.
"
